Airline,Flight_Number,Route,Departure_Airport,Arrival_Airport,Departure_Time,Arrival_Time,Delay_Minutes,Cancelled,Cancellation_Reason,Ticket_Price,Passenger_Count,Aircraft_Type,Distance_km,On_Time_Percent,Class,Loyalty_Member,Baggage_Allowance,Fuel_Surcharge,Gate,Terminal,Crew_Size
Air France,7555,DOH-ITS,CDG,CDG,2025-01-31 06:04,2025-01-31 11:35,95,No,,245.39,133,CRJ900,3414,100,Business,Yes,No,40,Z18,T2,13
KLM,6694,LOS-DOH,DXB,FRA,2025-09-18 21:42,2025-09-18 23:47,26,No,,201.62,44,B737,3257,100,First,No,No,37.45,B39,T3,19
Turkish Airlines,1742,LOS-FRA,ATL,DXB,2020-05-31 05:34,2020-05-31 14:36,20,No,,701.84,162,B737,873,79.36,First,No,23kg,46.19,G3,T3,12
KLM,8730,FRA-LAX,AMS,LHR,2022-01-30 08:42,2022-01-30 13:49,-6,No,,259.55,296,A320,1297,84.06,First,Yes,23kg,19.33,H50,T1,14
Emirates,2349,SIN-IST,ATL,ORD,2020-05-17 10:31,2020-05-17 14:06,0,No,,480.66,43,CRJ900,14928,87.6,First,Yes,20kg,20.32,N4,T4,12
Turkish Airlines,293,LOS-JFK,LAX,LHR,2023-06-03 19:04,2023-06-03 20:50,40,No,,312.09,11,B777,4554,67.74,First,Yes,No,40.52,R35,T3,19
Emirates,9984,ATL-SIN,DOH,CDG,2023-09-25 19:26,2023-09-26 03:59,2,No,,301.27,193,B777,13333,85.43,Business,Yes,20kg,41.28,D19,,
,1733,DXB-LOS,LOS,LAX,2021-12-29 01:36,2021-12-29 05:56,8,No,,197.05,218,A380,3745,98.66,First,Yes,23kg,43.49,B40,,17
United Airlines,6291,CDG-LAX,SIN,ATL,2024-08-03 23:24,2024-08-04 11:23,13,No,,155.94,6,A320,5602,100,Business,Yes,23kg,41.54,S43,T1,18
Air France,6391,CDG-SIN,LOS,JFK,2021-11-06 00:45,2021-11-06 03:48,-8,No,,497.98,256,A320,5223,93.48,,Yes,20kg,32.19,R12,T4,16
KLM,439,LAX-FRA,AMS,FRA,2020-06-24 08:46,2020-06-24 09:46,12,No,,151.42,215,CRJ900,-,96.75,First,No,1pc,25.4,Z44,,
American Airlines,1902,NBO-LAX,IST,IST,2021-03-11 09:15,2021-03-11 20:54,-65,No,,442.5,93,A380,6562,75.71,First,Yes,1pc,37.35,H34,T1,17
Qatar Airways,322,IST-LHR,FRA,LOS,2024-04-14 13:11,2024-04-14 17:21,36,No,,368.12,120,A350,13382,83.68,Business,Yes,-,25.58,U32,T2,-
Emirates,816,DXB-LOS,AMS,ATL,-,2022-06-18 03:40,109,No,,500.53,194,B777,14359,94.8,Business,Yes,20kg,31.05,G29,T1,16
Singapore Airlines,2265,CDG-AMS,DXB,DOH,2021-12-28 12:20,2021-12-28 21:55,,No,,228.01,180,B777,3361,94.22,Business,Yes,2pc,26.18,G25,T1,19
Ethiopian Airlines,4168,ATL-NBO,LOS,SIN,2024-11-24 21:54,2024-11-25 06:15,-7,No,,566.03,30,A320,13071,79.45,Economy,No,No,32.67,W20,T3,20
Turkish Airlines,1469,FRA-DOH,LOS,NBO,2022-09-17 19:10,2022-09-17 22:32,29,No,,321.76,148,A320,6688,74.84,Business,No,1pc,42.42,B6,T1,8
KLM,4485,FRA-CDG,LHR,IST,2024-11-29 03:38,2024-11-29 07:48,49,No,,868.34,203,A350,14532,100,Economy,,23kg,26.51,R3,T4,11
South African Airways,2436,FRA-IST,ORD,ATL,2025-01-31 15:58,2025-02-01 01:50,66,No,,27.16,19,CRJ900,7914,92.57,Business,Yes,1pc,24.99,X34,T4,6
KLM,9924,ORD-SIN,FRA,FRA,2025-09-20 11:36,2025-09-20 16:22,4,No,,835.79,72,A320,10293,88.63,First,Yes,No,28.94,J37,T2,15
Turkish Airlines,321,LHR-NBO,DXB,CDG,2022-09-23 06:31,2022-09-23 12:43,-57,No,,324.73,210,B737,8560,81.78,Business,Yes,1pc,18.21,X6,T1,20
South African Airways,253,NBO-IST,AMS,DXB,,2022-01-06 12:18,25,No,,394.56,89,A380,8647,88.31,Economy,No,2pc,36.64,M29,T1,10
Qatar Airways,1842,JFK-FRA,LHR,LHR,2022-07-26 13:11,2022-07-26 19:12,20,No,,229.14,73,A320,11446,83.89,Economy,No,1pc,31.17,O22,T3,-
British Airways,8986,NBO-IST,DOH,AMS,2021-03-21 02:16,2021-03-21 14:09,1,No,,36.22,159,A350,13364,93.55,First,Yes,1pc,29.65,L49,T3,13
Ethiopian Airlines,5644,LHR-SIN,DOH,NBO,2025-08-13 05:00,2025-08-13 13:39,9,No,,244.32,253,A350,3975,100,First,Yes,20kg,33.29,I37,T1,9
Emirates,1492,CDG-SIN,CDG,ORD,2024-06-07 11:17,2024-06-07 18:57,20,No,,276.86,282,B777,7358,78.24,Business,Yes,1pc,15.26,T29,,12
United Airlines,3414,LOS-AMS,DXB,,2021-11-17 18:08,2021-11-18 04:18,29,No,,386.56,67,A320,8401,77.76,First,No,1pc,44.01,E19,T4,13
Kenya Airways,2381,NBO-DOH,LOS,DXB,2023-07-08 21:17,2023-07-09 04:49,27,No,,574.23,74,B737,7303,80.22,Business,No,2pc,24.8,J29,,7
Kenya Airways,7971,ATL-AMS,IST,FRA,2022-07-22 14:58,2022-07-22 19:24,6,No,,388.15,172,A320,4054,77.55,Economy,No,23kg,26.25,W45,,11
American Airlines,9321,FRA-LHR,ORD,ATL,2022-05-04 20:57,2022-05-05 01:26,30,No,,391.63,53,A380,7070,100,Business,Yes,1pc,38.65,U17,T4,7
Ethiopian Airlines,7379,CDG-LOS,SIN,IST,2020-07-08 09:19,2020-07-08 12:13,3,No,,426.87,281,B737,10566,97.61,Business,No,20kg,36.11,G49,T4,5
-,2772,LOS-LHR,NBO,LAX,2024-09-25 15:54,2024-09-26 03:39,40,No,,0.99,74,B777,14154,73.2,First,-,1pc,49.99,A35,T1,14
-,5136,IST-FRA,DXB,SIN,2025-01-12 05:53,2025-01-12 11:03,-10,No,,17.5,218,B737,13838,84.66,First,No,1pc,20.35,E2,T4,11
Singapore Airlines,5535,IST-DXB,ORD,ATL,2021-06-28 02:52,2021-06-28 07:30,17,No,,50.6,50,A350,5120,89.16,,No,20kg,20.62,L9,T2,7
Air France,7946,CDG-DXB,FRA,SIN,2025-04-28 21:25,2025-04-29 05:11,-49,No,,275.35,125,A380,11161,93.78,First,Yes,2pc,18.04,X27,,13
American Airlines,2631,IST-DXB,DXB,AMS,2025-10-09 19:16,2025-10-10 03:38,0,No,,24.34,172,B777,5310,70.98,-,No,23kg,31.34,W24,T1,8
Turkish Airlines,4094,DOH-LOS,LOS,DOH,2023-08-20 06:23,2023-08-20 17:25,37,No,,212.04,22,A350,11985,100,Economy,No,20kg,27.29,Q22,T4,14
Turkish Airlines,1015,DOH-SIN,DXB,JFK,2024-09-22 23:13,2024-09-23 06:06,-26,No,,76.35,212,A380,5269,85.59,First,Yes,2pc,23.05,W36,T3,9
Air France,9005,LHR-JFK,FRA,LHR,2024-03-19 20:09,2024-03-20 06:26,2,No,,447.54,64,A350,14908,91,First,No,2pc,29.34,Q46,T4,4
Qatar Airways,4482,LOS-ATL,LOS,LHR,2020-05-25 15:55,2020-05-26 02:04,-81,No,,437.53,33,B777,9695,100,Business,No,1pc,19.68,D10,T3,18
,9006,JFK-ATL,AMS,AMS,2022-12-06 01:25,2022-12-06 04:46,-39,Yes,,289.87,30,B737,8519,65.75,First,No,20kg,45.46,F2,,13
American Airlines,2116,,DOH,FRA,2025-06-21 17:07,2025-06-22 04:18,,No,,29.99,271,B737,14558,100,Business,No,2pc,23.01,Z11,T3,11
Singapore Airlines,447,LHR-LOS,AMS,NBO,2025-09-16 18:55,2025-09-17 04:15,-29,No,,302.57,148,B777,2118,88.18,,No,20kg,24.29,L2,T4,20
Air France,829,CDG-LOS,ORD,ATL,2023-03-30 04:56,2023-03-30 15:02,19,No,,415.73,16,A380,697,82.07,Business,Yes,20kg,6.13,E1,T4,20
United Airlines,1784,LOS-SIN,LOS,NBO,2024-06-17 10:48,2024-06-17 22:46,28,Yes,,512.15,39,CRJ900,11041,100,First,Yes,20kg,13.54,Z34,T2,18
Lufthansa,9023,SIN-ATL,ATL,SIN,2022-09-17 06:33,2022-09-17 16:34,12,No,,700.68,165,A380,6815,85.84,Business,Yes,23kg,24.12,Q22,T1,20
KLM,,LOS-FRA,IST,LAX,2023-07-17 11:24,2023-07-17 20:50,,No,,573.7,245,B777,3378,93.37,Business,Yes,23kg,26.95,E16,T1,7
American Airlines,1780,LOS-IST,DOH,ATL,2023-06-22 10:00,2023-06-22 20:55,0,No,,382.96,297,CRJ900,12514,75.18,Economy,Yes,2pc,37.19,A26,T4,7
Turkish Airlines,8481,DXB-LAX,ORD,LOS,2021-04-08 14:28,2021-04-08 20:08,0,No,,292.95,254,A320,2367,37.29,Business,Yes,No,15.04,Y1,T2,16
American Airlines,6904,ATL-SIN,LHR,CDG,2022-07-20 17:18,2022-07-21 01:21,43,No,,201.41,9,B777,13044,84.92,Business,Yes,20kg,34.52,G3,,13
Kenya Airways,2423,CDG-ATL,AMS,DXB,2023-03-15 14:54,2023-03-15 20:23,23,No,,621.13,202,B737,6958,80.94,-,Yes,1pc,36.24,Q8,,11
,119,SIN-LOS,LOS,IST,2021-07-25 07:00,2021-07-25 10:33,1,No,,383.32,69,B737,14280,100,Economy,No,2pc,36.77,Q13,T3,4
Turkish Airlines,3775,JFK-SIN,LHR,CDG,2024-07-29 06:50,2024-07-29 18:03,66,No,,476.11,268,B777,7547,86.78,Economy,No,1pc,40.36,F39,,4
South African Airways,493,LOS-DOH,LOS,IST,2024-01-11 04:07,2024-01-11 06:29,92,NO,,231.96,32,B777,12674,95.6,Economy,Yes,23kg,18.38,Z32,,18
Singapore Airlines,3813,JFK-NBO,SIN,DXB,2022-01-18 15:53,2022-01-19 03:14,-34,No,,101.82,19,B777,3360,78.32,Economy,Yes,20kg,35.41,D9,T2,16
,7098,JFK-SIN,FRA,IST,2021-12-01 02:54,2021-12-01 10:59,35,No,,269.93,288,A320,9449,100,Economy,Yes,23kg,47.65,L23,,17
Qatar Airways,6414,CDG-NBO,ORD,LHR,2022-07-23 08:31,,138,No,,289.41,244,CRJ900,2487,100,Business,No,20kg,44.0,E34,T4,10
Air France,2514,FRA-JFK,ORD,LAX,-,2021-03-24 17:21,26,No,,388.35,181,B777,10583,72.3,Business,Yes,2pc,48.92,,T1,7
Kenya Airways,5888,DXB-FRA,JFK,IST,2023-12-09 13:39,2023-12-09 17:31,19,No,,202.51,,B737,644,86.85,First,,2pc,32.41,A4,T2,4
Kenya Airways,4799,ORD-FRA,ATL,CDG,2020-06-28 00:45,2020-06-28 07:11,,,,354.99,216,A380,6376,70.14,First,Yes,20kg,24.08,I20,T4,20
Delta Air Lines,3800,LOS-SIN,NBO,IST,2024-10-13 06:32,2024-10-13 08:34,12,No,,585.54,271,CRJ900,13646,84.54,First,Yes,1pc,4.7,,T1,15
American Airlines,6403,JFK-IST,LOS,NBO,2023-07-06 03:27,2023-07-06 05:39,34,No,,15.41,202,CRJ900,11827,82.35,Business,No,No,17.57,L3,T2,4
Emirates,1941,DOH-LOS,AMS,LOS,2023-07-18 01:04,2023-07-18 12:39,45,No,,73.38,214,A350,13050,94.64,Business,Yes,20kg,24.75,O14,T4,6
Singapore Airlines,-,FRA-IST,FRA,DXB,2024-09-27 10:18,2024-09-27 17:32,-34,No,,599.18,191,CRJ900,577,92.9,Economy,Yes,No,26.55,N15,T3,19
United Airlines,2878,SIN-LOS,LOS,LHR,2024-07-04 15:03,2024-07-05 02:35,13,No,,,25,A320,4701,75.53,,Yes,1pc,22.08,N17,T3,8
Turkish Airlines,1904,LOS-AMS,CDG,LHR,2021-02-20 14:40,2021-02-21 00:07,-75,No,,273.99,273,,2503,92.15,Business,No,2pc,33.4,P44,T2,9
South African Airways,,LOS-NBO,JFK,NBO,2023-04-21 18:37,2023-04-22 02:14,6,No,,471.7,109,B737,14413,72.25,First,Yes,No,31.95,T44,T1,11
Kenya Airways,1766,DXB-AMS,ATL,FRA,2022-01-24 12:50,2022-01-24 15:49,-21,No,,338.15,214,B777,9711,91.65,Economy,No,20kg,30.41,P3,,15
South African Airways,4717,LOS-AMS,CDG,FRA,2022-03-03 05:51,2022-03-03 14:07,28,No,,335.34,282,A380,5025,100,Economy,Yes,23kg,37.85,Z3,T2,12
Delta Air Lines,5954,ORD-ATL,SIN,ATL,2021-09-23 17:53,2021-09-24 02:37,-51,No,,364.48,47,A380,2605,100,First,No,No,25.3,G47,T4,10
South African Airways,1349,DOH-NBO,NBO,DXB,2022-10-23 02:11,2022-10-23 07:56,-5,No,,853.74,200,A380,10292,92.58,Economy,,No,40.96,B35,T4,6
United Airlines,5567,DOH-SIN,IST,ORD,2025-07-02 05:53,2025-07-02 11:17,53,No,,706.12,285,A320,10191,76.26,Business,Yes,20kg,17.96,W49,T2,18
Kenya Airways,2039,JFK-DOH,DOH,LHR,2020-09-02 15:55,2020-09-02 22:14,-12,No,,211.25,83,,14352,99.98,First,Yes,2pc,26.96,I46,T1,11
United Airlines,6006,DXB-SIN,CDG,SIN,2023-10-29 10:32,2023-10-29 17:47,-61,No,,560.18,58,A350,2496,79.02,First,Yes,20kg,33.19,Z7,T4,10
Air France,1489,LHR-DOH,AMS,,2023-02-26 21:32,2023-02-27 00:00,25,Yes,,451.1,148,B777,12591,88.49,First,No,No,10.81,O18,T2,18
British Airways,810,NBO-CDG,AMS,LOS,2020-10-14 06:36,2020-10-14 18:29,-8,No,,346.1,21,A350,1451,80.91,Economy,Yes,No,24.96,H33,T1,13
Lufthansa,2575,DXB-ORD,JFK,LOS,2024-07-22 03:52,2024-07-22 08:14,7,No,,168.43,226,A320,1667,94.35,First,No,No,37.12,,T2,12
KLM,3017,AMS-JFK,DXB,LHR,2021-08-14 19:20,2021-08-15 01:53,-14,No,,440.27,115,CRJ900,10263,87.25,Economy,No,20kg,25.73,A22,T1,11
Turkish Airlines,7122,SIN-LAX,CDG,ORD,2020-06-09 02:50,2020-06-09 07:31,93,No,,288.79,241,B777,13790,75.92,Business,No,2pc,11.77,V42,T3,13
Turkish Airlines,8791,,ATL,NBO,2022-04-14 01:56,2022-04-14 03:36,-47,No,,274.09,100,,3065,,Economy,Yes,23kg,21.13,R27,T1,10
AIR FRANCE,5586,LHR-CDG,ATL,ATL,2023-03-17 19:40,2023-03-17 21:47,128,No,,196.59,27,A380,4563,97.87,Economy,No,1pc,16.55,W17,,17
Emirates,9924,SIN-LAX,LAX,IST,2025-90-24 00:37,2025-09-24 10:10,0,No,,549.96,269,A350,7521,100,Economy,No,23kg,34.96,V46,T3,19
Emirates,3071,DXB-ATL,DOH,NBO,2025-02-22 13:47,2025-02-23 01:23,22,No,,196.45,232,CRJ900,4503,81.88,First,No,20kg,31.17,O7,T2,18
Kenya Airways,7067,LOS-JFK,LOS,DXB,2025-02-16 05:07,2025-02-16 16:28,,No,,197.67,42,B737,3681,100,Business,No,2pc,14.39,G34,T1,16
Qatar Airways,2561,DXB-ATL,LOS,LHR,2020-05-02 20:52,2020-05-03 07:49,-7,No,,505.59,143,B777,10723,97.81,First,Yes,1pc,13.62,I9,T2,10
Lufthansa,5040,LOS-FRA,LHR,JFK,2020-08-14 03:11,2020-08-14 14:42,-9,No,,321.13,101,B777,12671,100,Economy,No,23kg,22.75,X13,T1,6
Turkish Airlines,4802,ATL-DOH,LAX,FRA,2021-08-07 14:28,2021-08-07 17:34,-16,No,,326.52,296,CRJ900,13169,93.45,First,No,20kg,30.31,I2,T4,12
South African Airways,5807,ATL-AMS,NBO,ORD,2024-12-30 13:24,2024-12-30 18:38,39,No,,556.58,9,B737,10533,58.54,Business,No,No,23.28,Y45,T2,6
Kenya Airways,1802,JFK-AMS,ATL,DXB,2025-09-17 02:58,2025-09-17 04:13,-41,No,,612.74,99,CRJ900,5790,84.72,Economy,Yes,2pc,33.5,H36,T3,17
Lufthansa,4541,JFK-DOH,NBO,SIN,2024-10-02 06:54,2024-10-02 15:50,29,No,,75.57,5,B737,1021,99.66,Economy,No,2pc,-,D11,T4,7
KLM,,ORD-IST,DXB,ORD,2021-11-05 05:55,2021-11-05 07:56,-72,No,,324.25,79,B777,7259,96.84,First,Yes,23kg,35.32,A41,T4,8
Ethiopian Airlines,6147,DXB-ATL,JFK,AMS,2024-01-29 10:13,2024-01-29 18:24,25,No,,67.95,13,CRJ900,10064,100,First,Yes,23kg,15.87,F7,T3,4
Qatar Airways,4448,DOH-LOS,DXB,LHR,2021-10-10 23:53,2021-10-11 05:20,48,No,Technical,272.64,26,A350,11074,100,Economy,No,2pc,27.24,I50,T3,14
American Airlines,1351,LAX-LHR,LOS,LAX,2022-10-31 11:37,2022-10-31 13:11,-35,No,,348.65,174,B777,8118,100,Business,Yes,No,40.75,U35,-,18
Turkish Airlines,135,CDG-AMS,SIN,ORD,2022-07-30 23:20,2022-07-31 09:55,42,No,,279.03,200,A230,9071,85.95,Business,No,2pc,23.28,W48,T2,13
Delta Air Lines,2535,JFK-LAX,ORD,JFK,2020-02-17 15:21,2020-02-18 00:34,17,No,,144.94,90,A380,-,38.3,Business,No,2pc,21.86,N30,T2,8
Turkish Airlines,2501,AMS-ORD,LOS,CDG,2021-10-20 01:31,2021-10-20 11:52,78,No,,134.8,203,A350,2976,88.84,Economy,Yes,2pc,25.12,L43,T3,16
British Airways,5347,DOH-LAX,AMS,LOS,2021-08-13 09:11,2021-08-13 17:59,,No,,495.59,20,A350,1179,84.45,Economy,Yes,23kg,24.87,G8,T3,16
KLM,2521,ORD-JFK,AMS,LOS,2020-12-30 11:43,2020-12-30 18:07,-19,No,,656.96,246,B737,9634,100,First,Yes,1pc,31.21,X25,T4,10
Singapore Airlines,6499,DXB-AMS,IST,NBO,2024-01-27 22:55,,,No,,62.1,3,A350,9686,100,Economy,No,No,24.18,J12,T1,20
United Airlines,4718,FRA-LHR,JFK,LHR,2022-01-23 17:03,2022-01-23 22:38,-80,No,,284.48,90,B777,12289,100,Business,Yes,1pc,9.8,L23,T2,11
Singapore Airlines,7938,AMS-LAX,LHR,LOS,2025-02-20 19:26,2025-02-20 23:46,1,No,,496.39,145,B777,3592,100,First,Yes,No,41.85,V20,,9
Lufthansa,1202,ORD-DOH,ORD,AMS,2021-09-27 09:36,2021-09-27 18:00,-52,No,,343.48,252,B777,8435,84.62,Economy,Yes,2pc,35.06,Z6,,10
Delta Air Lines,1954,FRA-AMS,DXB,FRA,2023-05-17 07:01,2023-05-17 13:24,89,No,,127.26,146,CRJ900,8066,59.79,First,Yes,20kg,31.49,M14,T1,8
Qatar Airways,9567,JFK-DOH,FRA,LOS,2022-01-13 13:48,2022-01-13 15:22,4,No,,-,262,B777,2401,100,First,No,20kg,29.06,Z4,T2,12
British Airways,7103,,CDG,ORD,2024-09-11 06:00,2024-09-11 15:01,8,No,,410.43,167,A380,14533,95.13,Business,Yes,1pc,26.77,L34,T3,5
Delta Air Lines,,LAX-LOS,LHR,FRA,2022-09-26 05:21,2022-09-26 14:20,32,No,,288.56,229,A350,2144,86.96,Economy,Yes,20kg,22,M24,T4,7
DeltaA ir Lines,2470,ATL-LHR,CDG,LAX,2022-05-29 10:25,2022-05-29 12:29,14,No,,340.4,267,A380,1746,94.19,First,Yes,20kg,11.22,Z47,T2,6
Ethiopian Airlines,1581,AMS-NBO,CDG,CDG,2023-03-28 16:11,2023-03-28 17:18,-8,No,,346.17,273,B737,2467,85.01,First,No,No,46.27,K25,T3,8
British Airways,5392,ATL-FRA,NBO,JFK,2023-12-19 14:09,2023-12-19 20:09,-35,No,,245.14,271,CRJ900,503,98.63,Business,No,1pc,30.21,Q7,T2,17
Singapore Airlines,2189,DOH-CDG,LHR,ORD,2024-07-15 23:50,2024-07-16 06:32,21,No,,513.31,87,A380,3731,100,First,Yes,No,13.89,Q28,T4,12
Qatar Airways,3079,AMS-ATL,CDG,AMS,2025-07-08 12:10,2025-07-08 20:20,,No,,254.5,32,A350,8582,92.74,Business,Yes,1pc,,X14,T3,13
American Airlines,6408,FRA-ATL,CDG,NBO,2023-01-21 04:20,2023-01-21 12:23,30,No,,148.91,118,A350,2674,85.1,First,No,1pc,33.04,J9,T1,19
Singapore Airlines,5877,DOH-NBO,DXB,ATL,2022-08-16 05:37,2022-08-16 12:08,42.0,No,,795.93,86,A380,12050,70.76,Business,No,No,32.85,S10,T1,6
Lufthansa,5331,LOS-FRA,LHR,DXB,2022-03-23 15:26,2022-03-23 23:43,91,No,,334.44,236,B737,9900,84.35,Business,Yes,20kg,22.52,B15,T1,9
Singapore Airlines,8197,,DXB,ATL,2023-01-22 09:02,2023-01-22 19:49,-71,No,,170.02,116,B777,10279,93.78,Business,No,1pc,19.22,L13,,12
Delta Air Lines,7044,ATL-NBO,SIN,DXB,2024-05-12 06:22,2024-05-12 10:15,12,No,,600.95,272,A320,8478,77.54,Economy,Yes,2pc,24.28,E45,T2,14
Emirates,7985,CDG-LOS,DXB,NBO,2024-03-24 23:40,2024-03-25 09:58,62,No,,600.31,60,A380,3345,75,Economy,No,1pc,10.71,J27,T3,7
KLM,6882,DXB-ATL,ORD,JFK,2023-12-18 19:46,2023-12-19 05:32,10,No,,441.44,169.0,CRJ900,9825,94.55,Economy,Yes,20kg,25.24,W2,T1,12
Ethiopian Airlines,9958,DOH-LHR,ATL,NBO,2020-11-02 08:45,2020-11-02 20:43,-78,No,,476.33,89,A380,12597,92.19,Business,,2pc,25.35,L15,T2,19
Turkish Airlines,5563,SIN-NBO,DXB,ORD,2023-12-29 15:44,2023-12-29 17:09,-36,No,,781.95,78,CRJ900,13645,96.41,First,,2PC,45.27,J10,,10
KLM,2364,,FRA,FRA,2022-09-21 22:19,2022-09-22 09:23,28,No,,157.44,106,B737,9961,77.69,Business,No,No,25.49,J49,,14
Kenya Airways,4128,FRA-ORD,NBO,DXB,2021-09-23 02:17,2021-09-23 10:02,26,No,-,376.65,88,B777,14623,88.89,Business,No,23kg,32.53,P40,T4,17
Qatar Airways,6378,DOH-LOS,SIN,CDG,2023-02-25 17:45,2023-02-25 22:36,41,No,,743.94,69,A350,13866,100,First,Yes,20kg,45.98,K26,T1,13
Ethiopian Airlines,6959,JFK-DXB,LOS,ORD,2022-08-30 05:09,2022-08-30 15:01,-16,No,,786.31,294,A350,870,83.91,Business,No,23kg,,U20,T3,19
KLM,9100,FRA-LOS,LHR,LOS,2023-07-10 00:52,2023-07-10 11:01,25,No,,276.78,232,A380,1917,67.66,First,No,2pc,23.75,R19,T1,8
KLM,8244,FRA-NBO,AMS,DXB,2020-05-22 00:47,2020-05-22 10:11,-22,No,,752.03,89,A380,6247,66.47,Business,No,20kg,24.61,O4,T4,20
,8926,ORD-SIN,,ATL,2024-10-13 16:53,2024-10-13 20:51,-,No,,510.53,,B737,14761,97.19,Business,Yes,No,13.25,T21,T3,9
KLM,8845,CDG-LHR,FRA,AMS,,2021-11-18 14:34,17,No,,649.04,131,B737,242,100,,No,1pc,27.39,P14,T3,12
British Airways,8170,DXB-FRA,NBO,FRA,2021-03-29 08:47,2021-03-29 17:21,,No,,503.96,19,,12995,61.53,Economy,Yes,23kg,41.63,P35,T4,8
Emirates,8824,IST-CDG,CDG,ATL,2020-02-20 09:26,2020-02-20 16:13,77,No,,411.09,57,B777,,66.5,First,No,2pc,38.46,B28,T4,9
Kenya Airways,8885,NBO-SIN,JFK,SIN,2022-03-21 04:43,2022-03-21 14:42,-53,No,,791.88,151,A320,12984,82.99,Business,No,20kg,41.82,J28,T1,5
United Airlines,3870,AMS-LOS,JFK,DOH,2024-09-15 01:54,2024-09-15 09:39,9,No,,244.28,127,A350,11301,100,Business,Yes,2pc,23.66,L43,,8
Air France,6401,ATL-LHR,ATL,,2024-12-19 12:34,2024-12-19 14:49,-18,No,,730.46,281,B737,6221,99.09,First,No,20kg,18.71,D50,T1,19
United Airlines,1469,JFK-DXB,AMS,IST,2024-12-04 08:01,2024-12-04 18:39,88,No,,762.14,151,A350,10385,100,Business,Yes,No,52.56,Z16,T3,12
Emirates,,-,LAX,IST,2023-07-21 08:52,2023-07-21 18:03,38,No,,622.61,250,A350,5924,62.81,Economy,No,2pc,32.15,N39,T1,18
British Airways,7011,DOH-ATL,DOH,AMS,2022-07-06 03:07,2022-07-06 07:20,-10,No,,335.65,188,A350,5083,100,First,,2pc,13.88,O41,,18
KLM,8733,FRA-DXB,ATL,AMS,2021-04-18 12:37,2021-04-18 16:18,3,No,,398.89,149,A320,8229,62.95,Economy,Yes,20kg,55.6,J31,T4,8
Singapore Airlines,9567,JFK-ATL,,DOH,2021-09-01 13:07,2021-09-01 19:53,89,No,,95.04,120,B737,7176,,ECONOMY,No,No,29.1,N25,T3,
Qatar Airways,3693,DOH-SIN,,DOH,2022-10-21 20:32,,-22,No,,259.48,43,A350,1488,100,Business,No,2pc,0.53,A34,,13
Singapore Airlines,1529,IST-LAX,CDG,NBO,2021-12-15 15:25,2021-12-16 02:08,-55,No,,474.14,259,B777,7320,75.2,Economy,Yes,No,44.55,D5,T2,19
KLM,3953,NBO-LAX,IST,DOH,2023-03-26 02:54,2023-03-26 05:20,26,No,,64.66,274,B777,9355,80.56,Economy,Yes,23kg,6.9,B40,T2,9
United Airlines,6026,LAX-CDG,IST,AMS,2024-11-05 06:35,2024-11-05 11:56,27,No,,290.42,205,CRJ900,12520,100,Economy,No,2pc,32.88,E28,,14
Lufthansa,146,DOH-DXB,LHR,ATL,2022-02-02 10:57,2022-02-02 15:30,41,No,,738.97,159,A320,1197,90.38,Business,No,23kg,-,Q47,T3,13
Singapore Airlines,3430,DOH-LOS,JFK,DXB,2024-03-31 06:37,2024-03-31 17:09,41,No,,319.13,184,B737,12047,69.37,Economy,No,20kg,,Z49,T1,
Kenya Airways,381,AMS-LHR,IST,NBO,2024-09-06 18:52,2024-09-07 00:13,85,No,,556.73,137,A320,10490,96.15,Economy,Yes,20kg,45.56,Z26,T1,14
United Airlines,6037,LHR-CDG,ORD,LAX,2025-07-26 19:06,2025-07-27 00:48,-53,No,,463.3,232,B777,6561,64.8,Frist,No,2pc,40.17,S5,T1,6
United Airlines,9248,ATL-DOH,DXB,,2025-10-28 17:51,2025-10-29 05:38,-33,No,,288.46,279,A380,8602,100,Business,-,1pc,48.57,N48,,19
,7864,LAX-LHR,NBO,DXB,2022-11-14 18:37,2022-11-15 03:23,41,No,,318.99,26,B737,764,100,Economy,Yes,No,29.07,M31,T2,10
American Airlines,2288,LAX-LHR,FRA,DOH,2022-03-10 11:40,2022-03-10 18:59,-29,No,,383.37,29,A380,4090,89.32,Economy,Yes,1pc,25.86,T13,T1,4
Kenya Airways,1904,LAX-SIN,ATL,,2024-02-27 02:13,2024-02-27 09:14,-43,No,,60.2,243,A350,824,100,Business,No,1pc,26.53,X49,T1,12
Delta Air Lines,1076,IST-NBO,LOS,DOH,2025-06-16 16:12,2025-06-17 00:40,,No,,539.39,293,A380,5284,88.13,Business,No,2pc,43.74,E14,T1,10
United Airlines,5823,NBO-IST,LAX,LAX,2024-03-04 05:27,2024-03-04 13:47,89,No,,326.32,88,A380,12117,89.92,First,Yes,20kg,23.61,X36,,15
Ethiopian Airlines,6012,LHR-AMS,,DXB,2023-12-02 17:54,2023-12-02 20:26,,No,,546.38,138,A380,,100,Business,Yes,23kg,38.47,Y25,T2,13
Air France,2383,DXB-CDG,LOS,IST,2021-06-06 16:24,2021-06-07 03:44,-49,No,,427.64,219.0,A320,704,61.82,Business,Yes,23kg,21.4,M8,,16
Kenya Airways,4928,LOS-SIN,LOS,LHR,2022-12-30 04:09,2022-12-30 12:12,0,No,,317.49,110,B777,300,90.06,First,Yes,23kg,21.58,U17,,12
